"Clave"	"Nombre.x"	"X1994.Consultas.por.médico"	"X1994.Consultas.por.unidad.médica"	"X1994.Médicos.por.unidad.médica"	"X1995.Consultas.por.médico"	"X1995.Consultas.por.unidad.médica"	"X1995.Médicos.por.unidad.médica"	"X1996.Consultas.por.médico"	"X1996.Consultas.por.unidad.médica"	"X1996.Médicos.por.unidad.médica"	"X1997.Consultas.por.médico"	"X1997.Consultas.por.unidad.médica"	"X1997.Médicos.por.unidad.médica"	"X1998.Consultas.por.médico"	"X1998.Consultas.por.unidad.médica"	"X1998.Médicos.por.unidad.médica"	"X1999.Consultas.por.médico"	"X1999..Consultas.por.unidad.médica"	"X1999.Médicos.por.unidad.médica"	"X2000.Consultas.por.médico"	"X2000.Consultas.por.unidad.médica"	"X2000.Médicos.por.unidad.médica"	"X2001.Consultas.por.médico"	"X2001.Consultas.por.unidad.médica"	"X2001.Médicos.por.unidad.médica"	"X2002.Consultas.por.médico"	"X2002.Consultas.por.unidad.médica"	"X2002.Médicos.por.unidad.médica"	"X2003.Consultas.por.médico"	"X2003.Consultas.por.unidad.médica"	"X2003.Médicos.por.unidad.médica"	"X2004.Consultas.por.médico"	"X2004.Consultas.por.unidad.médica"	"X2004.Médicos.por.unidad.médica"	"X2005.Consultas.por.médico"	"X2005.Consultas.por.unidad.médica"	"X2005.Médicos.por.unidad.médica"	"X2006.Consultas.por.médico"	"X2006.Consultas.por.unidad.médica"	"X2006.Médicos.por.unidad.médica"	"X2007.Consultas.por.médico"	"X2007.Consultas.por.unidad.médica"	"X2007.Médicos.por.unidad.médica"	"X2008.Consultas.por.médico"	"X2008.Consultas.por.unidad.médica"	"X2008.Médicos.por.unidad.médica"	"X2009.Consultas.por.médico"	"X2009.Consultas.por.unidad.médica"	"X2009.Médicos.por.unidad.médica"	"X2010.Consultas.por.médico"	"X2010.Consultas.por.unidad.médica"	"X2010.Médicos.por.unidad.médica"
"1777"	21209	"Zapotitlán"	1501.5	1501.5	1	2002.5	2002.5	1	2171	2171	1	2524.5	2524.5	1	1733.6	2167	1.2	3387.5	3387.5	1	1689.8	1689.8	1	1438.4	1798	1.2	3046.8	3808.5	1.2	2799	3498.8	1.2	2974.4	3718	1.2	2809.5	2809.5	1	2719.7	4079.5	1.5	3341.6	4177	1.2	6012.2	6012.2	1	3380.8	2704.6	0.8	6540	6540	1
"1778"	21210	"Zapotitlán de Méndez"	2594.7	2594.7	1	3341	3341	1	1400.2	2333.7	1.7	1400.3	2800.7	2	1197.9	3194.3	2.7	2307.5	4615	2	3287.8	6575.7	2	4436.4	7394	1.7	4077	6795	1.7	1478.7	6900.7	4.7	1427.8	6663	4.7	550.5	3486.3	6.3	988.1	5928.3	6	1496	6482.7	4.3	1641.2	7112	4.3	1417.4	6142	4.3	2255.2	8269	3.7
"1779"	21211	"Zaragoza"	2627.5	3503.3	1.3	4259.7	4259.7	1	2205.8	4411.7	2	2868.2	3824.3	1.3	2720.4	4534	1.7	3168	5280	1.7	2447	4282.2	1.8	4369.2	6553.8	1.5	6192.7	9289	1.5	3259.7	5867.4	1.8	3573.8	6432.8	1.8	1900.1	5700.2	3	2857.7	6287	2.2	2732.1	6557	2.4	2925.6	7021.4	2.4	3167.9	7603	2.4	3813.6	8390	2.2
"1780"	21212	"Zautla"	1827.8	1827.8	1	1676	1676	1	1738.2	1738.2	1	1479.6	1972.8	1.3	2534.6	3620.9	1.4	3043.9	3913.6	1.3	4563.2	5215.1	1.1	5391.1	6161.3	1.1	4695	5365.7	1.1	3903.7	4391.6	1.1	3929.9	4803.2	1.2	3117.4	4676.1	1.5	4579.3	5724.1	1.2	4370.4	4916.8	1.1	3177.5	3495.3	1.1	2727.6	2727.6	1	2643.3	3230.7	1.2
"1781"	21213	"Zihuateutla"	1898.5	1898.5	1	2131	2131	1	1646	1646	1	2086.4	2086.4	1	1858.1	3185.3	1.7	2758	3940	1.4	3478.4	4472.3	1.3	4902.4	4902.4	1	4202.7	4202.7	1	3287.3	4226.6	1.3	3043	3912.4	1.3	1966.9	3090.9	1.6	2542.5	3995.4	1.6	2822.9	4032.7	1.4	2069.2	3547.1	1.7	2323.5	3319.3	1.4	2745.6	3530	1.3
"1782"	21214	"Zinacatepec"	NA	1438	NA	2444	2444	1	1625	4875	3	2346.7	7040	3	2505.7	7517	3	2051.2	8205	4	3550.7	10652	3	4266.3	12799	3	1629.3	4888	3	4950.3	14851	3	4178.8	16715	4	784.2	3137	4	3065.8	15329	5	3233	12932	4	2837	7092.5	2.5	3443.8	6887.5	2	4495	17980	4
"1783"	21215	"Zongozotla"	2546	2546	1	2097	2097	1	1726	1726	1	1797	1797	1	3749	3749	1	3174	3174	1	3786	3786	1	5720	5720	1	5510	5510	1	6688	6688	1	7039	7039	1	8263	8263	1	2462.3	3693.5	1.5	4652	6978	1.5	4230.3	6345.5	1.5	2149	5372.5	2.5	2082.8	5207	2.5
"1784"	21216	"Zoquiapan"	1769.5	1769.5	1	2855	2855	1	1002.5	2005	2	911.7	2735	3	2111.7	6335	3	2398.3	7195	3	2656	7968	3	2827	8481	3	7640.3	22921	3	3187.7	9563	3	3329	9987	3	417.2	2086	5	2321.7	6965	3	2483	7449	3	2370.7	7112	3	2375.3	7126	3	2395	7185	3
"1785"	21217	"Zoquitlán"	1178.8	1571.7	1.3	2093.7	2093.7	1	1254	1254	1	1400.3	2450.5	1.8	3685.3	6449.2	1.8	4836.3	7254.5	1.5	3172.1	5551.2	1.8	1893	6152.2	3.2	1948.8	5066.8	2.6	1921	4994.6	2.6	2202.9	6168	2.8	1431.9	4295.8	3	1697.9	6112.4	3.6	2083.6	5834	2.8	2130.1	5325.2	2.5	2959.1	6341	2.1	3126.1	7592	2.4
"1786"	22001	"Amealco de Bonfil"	1693.9	2646.8	1.6	1183.8	2811.6	2.4	1310.7	2621.4	2	1555.3	3499.4	2.2	1771.7	4650.7	2.6	2402.1	6155.5	2.6	3082.6	7321.2	2.4	2878.8	7916.8	2.8	2855.5	7852.6	2.8	2751.8	7739.4	2.8	NA	7723.8	NA	3687.8	8989	2.4	3237.4	10116.9	3.1	2725	10218.6	3.8	2127.4	8243.6	3.9	2225.4	7928.1	3.6	2167.1	7313.9	3.4
"1787"	22002	"Pinal de Amoles"	2092.8	3023	1.4	1823.3	4330.4	2.4	1519.2	2209.8	1.5	1169.3	3800.1	3.2	2303.6	8638.6	3.8	2779.9	8648.7	3.1	2942.5	8533.2	2.9	2939.5	9352.9	3.2	3386.8	10160.5	3	3352	9751.3	2.9	NA	9719.7	NA	3124.3	8748.1	2.8	2567.3	7235.2	2.8	2364.1	6662.5	2.8	2715.1	7602.3	2.8	3116.7	8726.8	2.8	2873.4	8045.6	2.8
"1788"	22003	"Arroyo Seco"	3060.7	3060.7	1	1772.4	2278.9	1.3	1816.1	1816.1	1	2305.6	2635	1.1	1787.8	3064.7	1.7	2487.5	3909	1.6	2498.5	4060.1	1.6	2254.9	4509.8	2	2509.8	5019.6	2	2834.9	5315.5	1.9	NA	5184.1	NA	2403.1	5406.9	2.2	2248.6	5621.6	2.5	2081.1	4942.5	2.4	1328.5	5147.8	3.9	2387.5	6565.6	2.8	2089.2	5745.4	2.8
"1789"	22004	"Cadereyta de Montes"	1854.2	4867.2	2.6	1438.3	4907.1	3.4	1436.3	4627.9	3.2	1643.3	4929.8	3	1637.8	5550.2	3.4	1423.4	6088.9	4.3	1454.2	4957.5	3.4	1448.8	6071.2	4.2	1709.9	7002.5	4.1	1762.1	7665.2	4.4	NA	7759.5	NA	1612.7	7986.6	5	1278.7	8280.9	6.5	1196.3	7747.8	6.5	5554.8	8200	1.5	1533.3	9889.6	6.4	1570.5	9123.8	5.8
"1790"	22005	"Colón"	3378.9	4223.6	1.2	2868.6	4780.9	1.7	2320.3	3480.4	1.5	2055	3767.6	1.8	2577.8	4081.6	1.6	3697.2	5853.9	1.6	5142.3	7284.9	1.4	5238	9603	1.8	5349.2	10698.5	2	4853.1	9706.2	2	NA	9590.7	NA	3443.2	9270.2	2.7	3030.4	9091.3	3	2975.8	10280.2	3.5	697.2	8683.6	12.5	3166.1	7195.7	2.3	2195.4	6386.6	2.9
"1791"	22006	"Corregidora"	2690.6	11098.8	4.1	2158.3	11061.5	5.1	2316	10711.5	4.6	2351.2	12344	5.2	2970.2	12623.2	4.2	1709.4	13675.6	8	2042.2	16541.5	8.1	1902.3	17120.3	9	2123.7	20600.2	9.7	1941	20575	10.6	NA	19922.6	NA	1799.8	22498	12.5	2023.8	22261.6	11	2028.5	21391.2	10.5	1731.5	21250.1	12.3	1966	19823.6	10.1	3857.8	23848.5	6.2
"1792"	22007	"Ezequiel Montes"	2630	2630	1	2333.8	3334	1.4	2340.6	3678.1	1.6	2551.8	4374.6	1.7	2691	4997.6	1.9	2713.4	5426.7	2	2749.3	6284.1	2.3	3721.2	7974	2.1	3690.5	8435.4	2.3	4041.4	9814.7	2.4	NA	10105.3	NA	2555.8	9127.7	3.6	2762.2	9470.3	3.4	3032.9	10398.4	3.4	2763.3	10658.3	3.9	2931.3	12144	4.1	2747.3	12558.9	4.6
"1793"	22008	"Huimilpan"	1394.7	2324.6	1.7	1640.8	2734.7	1.7	1796.4	2594.8	1.4	1805.8	2809	1.6	2355.6	3140.8	1.3	2892.9	5142.9	1.8	3319.9	5311.8	1.6	3866.7	5413.4	1.4	3860.3	6948.6	1.8	3477.5	6259.5	1.8	NA	6407	NA	4014.4	6824.5	1.7	4208	6732.8	1.6	3750.8	6001.3	1.6	1471.6	5297.9	3.6	2134	7042.1	3.3	2249	6746.9	3
"1794"	22009	"Jalpan de Serra"	1251.7	5185.7	4.1	1448.8	5381.1	3.7	1253.1	3634.1	2.9	1187.1	5045.2	4.2	1121.4	5357.9	4.8	1546.6	7045.7	4.6	1384.1	7689.6	5.6	1311	7210.6	5.5	1468.9	8372.9	5.7	1580.6	8190.5	5.2	NA	8605.8	NA	1331.8	8838.5	6.6	1382.6	10432.5	7.5	1584.9	10373.8	6.5	1348	9558.8	7.1	1481.5	10774.4	7.3	1328.3	9781.1	7.4
"1795"	22010	"Landa de Matamoros"	2483.6	2483.6	1	1478.8	2464.7	1.7	1284.4	1517.9	1.2	964.4	1821.7	1.9	1657.4	3683.1	2.2	2482.9	5517.6	2.2	2605	5788.9	2.2	2807.5	5615	2	3255.6	6836.7	2.1	3360.8	7057.7	2.1	NA	7607.7	NA	2935.6	6751.9	2.3	2417.4	5801.7	2.4	2110.9	5488.4	2.6	2237.6	4922.8	2.2	2869.7	6313.3	2.2	2805.2	5865.5	2.1
"1796"	22011	"El Marqués"	7238	10528	1.5	2690.2	3913.1	1.5	2188.1	3381.6	1.5	2488.8	3733.2	1.5	1746.8	2765.8	1.6	2417.2	3827.2	1.6	3306.9	4684.8	1.4	3448.7	5173.1	1.5	5356.4	8034.7	1.5	4532	8686.2	1.9	NA	9003.5	NA	3887.3	8098.5	2.1	4028.5	7385.7	1.8	3335.7	6368.1	1.9	1209.7	4289	3.5	2607	6300.2	2.4	2576.9	7928.8	3.1
"1797"	22012	"Pedro Escobedo"	2447.1	5098.1	2.1	2473.1	5770.6	2.3	2078.5	5369.6	2.6	2456.7	6141.8	2.5	2533.2	6544.2	2.6	2581.3	6949.8	2.7	2693.2	8494.1	3.2	2863.6	9031.4	3.2	3736.8	10635.6	2.8	3881	11344.5	2.9	NA	11095.5	NA	3646.9	12062.7	3.3	4048.7	11834.6	2.9	3682	11895.8	3.2	2570.2	8812.3	3.4	2706.2	9159.5	3.4	2644.9	8748.5	3.3
"1798"	22013	"Peñamiller"	1073.3	990.8	0.9	1150.5	1232.7	1.1	925.1	1057.2	1.1	1117.4	1197.2	1.1	1332.2	1808	1.4	1565.7	2400.8	1.5	2147.8	3221.7	1.5	2576.7	4187.1	1.6	2811.6	4873.4	1.7	2920.5	4867.5	1.7	NA	4683.5	NA	2603.9	4166.2	1.6	2227.7	4009.8	1.8	2007.5	3747.3	1.9	2034.6	3526.6	1.7	1954.7	4188.6	2.1	2274.6	4386.7	1.9
"1799"	22014	"Querétaro"	1265.8	28907.5	22.8	1458.9	31906.5	21.9	1482	29436	19.9	1516.3	31478.7	20.8	1517.3	40811.2	26.9	1383	40850	29.5	1470.7	43008.9	29.2	1540	43302.1	28.1	1420.4	44097.4	31	1364.2	42383.1	31.1	NA	43414.3	NA	1372.4	44952.9	32.8	1073.3	42214.8	39.3	1207.6	41135.5	34.1	1205.9	43414	36	1324.8	51853.7	39.1	1330	50230.5	37.8
"1800"	22015	"San Joaquín"	1466.4	1675.9	1.1	1442.6	2267	1.6	1566.8	2238.3	1.4	1302.3	2976.7	2.3	1927.2	4680.4	2.4	2010.1	5168.9	2.6	2292.1	4870.6	2.1	2453.9	5521.2	2.2	2159.7	5669.1	2.6	2426.6	6369.8	2.6	NA	5803	NA	1933	4832.6	2.5	1517.3	4985.3	3.3	1483	4872.7	3.3	1323.3	4915.3	3.7	1798.3	5908.7	3.3	1684.2	5533.9	3.3
"1801"	22016	"San Juan del Río"	1553.1	16540.8	10.6	1645.4	18345.8	11.2	1464.4	18012	12.3	1529.6	19562.3	12.8	1488.2	20286.7	13.6	1531.9	21930	14.3	1610.1	22004.7	13.7	1563.3	23840	15.2	1645.6	23586.6	14.3	1668.9	24557.4	14.7	NA	24729	NA	1787.1	25329.6	14.2	1589.9	24907.7	15.7	1629.8	23664.5	14.5	1500.7	25380.6	16.9	1533.5	26602.1	17.3	1434.2	25565.5	17.8
"1802"	22017	"Tequisquiapan"	2367	7777.1	3.3	2602.2	8921.9	3.4	2288.7	8501	3.7	2257.9	8184.9	3.6	2385.9	8052.5	3.4	3130.5	9782.9	3.1	3339.7	12106.4	3.6	3350.5	12983.2	3.9	3120.7	12872.8	4.1	3521.6	14086.4	4	NA	14317.8	NA	3665.6	15120.5	4.1	3850.4	13690.3	3.6	4509.9	16035.2	3.6	3001	14671.6	4.9	2639.5	13857.1	5.2	2818.5	13740.1	4.9
"1803"	22018	"Tolimán"	2253.8	3005	1.3	1933.4	4296.4	2.2	1842.9	3317.3	1.8	1975.9	3359.1	1.7	2185	4612.8	2.1	2412.6	5629.3	2.3	3066.9	6133.9	2	3374.6	6749.1	2	3716	7019.1	1.9	4523.3	8544	1.9	NA	8033.3	NA	3129.9	9041.9	2.9	3398.7	8685.4	2.6	3366.5	8603.3	2.6	2969.9	8249.8	2.8	3134	9402.1	3	2700.1	8700.3	3.2
"1804"	23001	"Cozumel"	1943.8	46651.7	24	1754	47356.7	27	1871.8	51163	27.3	1838.9	53942	29.3	1893.8	43085	22.8	1681.9	25469.4	15.1	2022.4	40853.2	20.2	3611.3	96602.5	26.8	1651.2	30547.7	18.5	1653.8	23979.6	14.5	1619.9	23488	14.5	1574.4	22828.6	14.5	1930	21230.5	11	2039	20946.1	10.3	1890.6	20968.4	11.1	1085	20220.9	18.6	2643.8	22833.2	8.6
"1805"	23002	"Felipe Carrillo Puerto"	1577.9	3155.8	2	1497.6	2607	1.7	1734.7	3283.6	1.9	1423.6	3106	2.2	1570.8	3695.9	2.4	1878	4024.3	2.1	2032.1	4283.8	2.1	4323	5491.4	1.3	1804.4	4389	2.4	1846.6	4770.5	2.6	2050	5318.9	2.6	2083.9	5100.2	2.4	2040.8	5570.8	2.7	1343.7	4437.5	3.3	1512.5	5205.9	3.4	1510.1	4060.6	2.7	9958.8	4329.9	0.4
"1806"	23003	"Isla Mujeres"	1502.7	5009	3.3	2371.9	6325	2.7	1122.3	6733.7	6	1534.6	6522.2	4.2	1219.3	8535.2	7	1178.2	5890.8	5	2043.5	8174	4	1665.8	8745.5	5.2	1577	6984	4.4	1689.2	9121.6	5.4	1241	8687.2	7	1409.3	7892	5.6	1364.5	7505	5.5	1505.6	5592.1	3.7	1577.6	5634.3	3.6	1133.7	5479.7	4.8	8304.5	9965.4	1.2
"1807"	23004	"Othón P. Blanco"	1517.2	8263.4	5.4	1591.6	7566.2	4.8	1390.7	7648.8	5.5	1469.4	7533.5	5.1	1521.1	7565.1	5	1553.4	8042	5.2	1582	8060.6	5.1	1431.6	8240.2	5.8	1305.2	7675.7	5.9	1524.4	8803.6	5.8	1729.7	8512.3	4.9	1757.3	8686.9	4.9	1787.3	8327.1	4.7	1629.3	7806.9	4.8	1600.2	7902.2	4.9	1009.5	7698.4	7.6	3367.3	7568	2.2
"1808"	23005	"Benito Juárez"	1339.6	25184.6	18.8	1971.9	29059.4	14.7	1860	32696.4	17.6	1935.8	34553.4	17.8	1984	31312	15.8	1935.9	32835.5	17	2009.6	33732.4	16.8	1867.5	32494	17.4	1675.2	29762.7	17.8	2085.5	36366	17.4	1900.3	38618.6	20.3	1860.7	40164.4	21.6	1897.5	37201.6	19.6	1654.7	28682.3	17.3	1498.2	27573.9	18.4	825.5	30542.4	37	2175.3	33489.1	15.4
"1809"	23006	"José María Morelos"	2463.6	3449	1.4	3023.1	3627.7	1.2	2119.7	2517.1	1.2	1491.6	2433.6	1.6	1881.1	2821.6	1.5	1892.2	3243.8	1.7	2375.5	4038.4	1.7	2484.9	4023.1	1.6	2424.7	4485.6	1.8	2309.4	4618.8	2	2154.6	4617	2.1	2411.9	4708.9	2	3869.5	4878.9	1.3	2436	4342.5	1.8	1733	2888.2	1.7	2443.6	4143.5	1.7	50757	4413.7	0.1
"1810"	23007	"Lázaro Cárdenas"	1084.1	1239	1.1	1236.8	1236.8	1	1116.2	1313.1	1.2	1088.2	1408.2	1.3	1367.1	2010.4	1.5	1526.6	2374.8	1.6	1764.4	2842.7	1.6	1934.7	2794.5	1.4	2513.4	3630.5	1.4	2789.3	4594.2	1.6	2793.9	5122.2	1.8	2948.8	4750.8	1.6	1845.9	4102.1	2.2	2149.3	4418.1	2.1	1921.5	4163.3	2.2	4003.4	4448.3	1.1	33427.5	3714.2	0.1
"1811"	23008	"Solidaridad"	2104.2	3974.6	1.9	1756.2	3863.7	2.2	1896.2	5343.8	2.8	2214.8	6845.8	3.1	2290.7	9162.8	4	2275.5	12742.9	5.6	3034.8	13306.5	4.4	1306.9	13772.8	10.5	2190	12466	5.7	2898.3	20046.9	6.9	2313.1	17348.5	7.5	2451.6	17511.6	7.1	2691.3	22684.1	8.4	3078.2	21107.9	6.9	2782.2	18548	6.7	1966.8	27177.9	13.8	2632.8	28721.3	10.9
"1812"	23009	"Tulum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	NA	244	48.8	0.2	29516	5903.2	0.2
"1813"	24001	"Ahualulco"	NA	1923	NA	0	0	NA	2535.2	3802.8	1.5	2778	3333.6	1.2	2456.9	2866.3	1.2	2665	3109.2	1.2	2619.8	3493	1.3	3269.3	3814.2	1.2	3679.5	3679.5	1	2674.8	4012.2	1.5	3651.9	5477.8	1.5	3045.7	4786.1	1.6	2724.4	4281.1	1.6	3012.6	4734.1	1.6	3385.6	5803.9	1.7	3185.4	6370.9	2	3596.2	5651.1	1.6
"1814"	24002	"Alaquines"	NA	638.4	NA	0	0	NA	1426.2	1426.2	1	1704	2044.8	1.2	2038.2	2445.8	1.2	2456.3	3438.8	1.4	2485.3	3479.4	1.4	2539.6	3555.4	1.4	3932.1	5505	1.4	2259.4	3163.2	1.4	3033.1	4246.4	1.4	3048.3	3556.3	1.2	2736.2	3648.3	1.3	2318.4	3477.7	1.5	2171	3256.5	1.5	3587.2	2989.3	0.8	2486.8	2486.8	1
"1815"	24003	"Aquismón"	16982	2426	0.1	1614	230.6	0.1	2249.4	3149.1	1.4	2461.3	3773.9	1.5	3040.7	4662.3	1.5	2684	4652.3	1.7	3111.3	5250.4	1.7	3155.4	5719.2	1.8	2497.1	4994.2	2	2754.9	5681.9	2.1	2846.4	5525.3	1.9	3205.6	5698.8	1.8	3122.9	5259.6	1.7	2830.7	5975.9	2.1	2812.7	6563	2.3	2403.4	6142.1	2.6	1961	6427.8	3.3
"1816"	24004	"Armadillo de los Infante"	NA	961.3	NA	0	0	NA	1482.8	1186.2	0.8	1232.4	1027	0.8	1900.2	1520.2	0.8	1357.4	1357.4	1	1554.2	1554.2	1	1963.2	1963.2	1	1848.8	1848.8	1	1611.4	1611.4	1	1696.2	1696.2	1	1931.4	1931.4	1	1521.4	1521.4	1	1266.4	1266.4	1	1584.6	1584.6	1	1415	1698	1.2	1653.4	1653.4	1
"1817"	24005	"Cárdenas"	2773.9	5547.8	2	1837.9	4135.2	2.2	2827.5	7351.4	2.6	3124.2	7498.2	2.4	2716.4	7605.8	2.8	2504.5	8014.4	3.2	2575.2	8240.6	3.2	2820.6	9025.8	3.2	4846.6	8723.8	1.8	4285.4	7713.8	1.8	2422.1	7266.2	3	3828.6	7019.2	1.8	5357.2	7143	1.3	3427.5	7426.3	2.2	2838.6	7299.3	2.6	3401.8	9638.3	2.8	3470.9	9834.3	2.8
"1818"	24006	"Catorce"	NA	944.3	NA	0	0	NA	1397.3	1746.6	1.2	2050.9	2050.9	1	2209.2	2485.4	1.1	1915.9	1915.9	1	1821.8	2024.2	1.1	2443.5	2715	1.1	2280.9	2280.9	1	2057.4	2057.4	1	2472.7	2472.7	1	2781.2	2528.4	0.9	2781.7	2528.8	0.9	2003.8	2185.9	1.1	2520.2	2749.4	1.1	2456.3	2679.6	1.1	2706.5	2706.5	1
"1819"	24007	"Cedral"	10043	2008.6	0.2	4889	977.8	0.2	2664.1	3552.2	1.3	3304	3854.7	1.2	2980.2	3973.7	1.3	2944.1	3785.3	1.3	2908.2	3739.1	1.3	2956.6	3801.3	1.3	2622.6	3746.6	1.4	2345.3	3350.4	1.4	2827.4	4443	1.6	4146.7	5183.4	1.2	4204.8	5256	1.2	3253.3	5286.6	1.6	3356.8	5454.8	1.6	3152.7	5123.1	1.6	3015.9	5277.9	1.8
"1820"	24008	"Cerritos"	11518.5	9214.8	0.8	1814.3	1088.6	0.6	1846.1	6593.3	3.6	2152.4	7994.6	3.7	2317.8	8609	3.7	1953.3	9278.1	4.8	2024.2	10121.1	5	1990.9	9705.6	4.9	1960.1	9555.5	4.9	2278.1	10820.9	4.8	1703.9	8519.4	5	1611.3	8660.5	5.4	2120	10865	5.1	2272.2	10856.2	4.8	2002.6	9568.1	4.8	2394.5	11706.3	4.9	2281.5	12167.9	5.3
"1821"	24009	"Cerro de San Pedro"	NA	1670	NA	0	0	NA	2312	2312	1	3688	3688	1	2961	2961	1	4362	4362	1	4808	4808	1	5588	5588	1	5238	5238	1	5133	5133	1	754	377	0.5	731	365.5	0.5	7330	3665	0.5	6027	3013.5	0.5	6279	3139.5	0.5	6414	3207	0.5	6904	3452	0.5
"1822"	24010	"Ciudad del Maíz"	4020.2	5847.5	1.5	987.3	296.2	0.3	2791.4	3411.7	1.2	3689.7	4919.6	1.3	3672.2	4406.6	1.2	3535.1	4177.8	1.2	3654.2	4318.5	1.2	3776	4462.5	1.2	3745.1	4426	1.2	4184.4	4945.2	1.2	3317	4699.1	1.4	2685.8	4604.2	1.7	2304.9	5496.2	2.4	2289	5458.3	2.4	2336.9	5752.4	2.5	2408.3	6113.4	2.5	3368.2	6218.2	1.8
"1823"	24011	"Ciudad Fernández"	NA	2798.7	NA	0	0	NA	4022	4022	1	3782.5	4539	1.2	3543.6	4961	1.4	3966.1	6345.8	1.6	5054	7075.6	1.4	4770.6	6360.8	1.3	NA	NA	1.5	3896.9	5845.3	1.5	3196.4	6392.8	2	3519.9	8213.2	2.3	6054.1	7783.9	1.3	3858.3	8198.9	2.1	6291.9	11010.8	1.8	4783.2	10762.1	2.2	4730.6	11488.6	2.4
"1824"	24012	"Tancanhuitz"	6602.3	3961.4	0.6	NA	NA	0.6	2321.5	3648	1.6	3167.9	4118.3	1.3	2713.5	4341.6	1.6	3264.3	4896.4	1.5	3166.1	4749.1	1.5	3365.9	5048.8	1.5	3192	4788	1.5	2910.7	4366	1.5	3461.6	4327	1.2	3072.1	4352.2	1.4	2963.2	3874.9	1.3	2771.3	4387.9	1.6	3054.2	4228.8	1.4	2747.8	4227.3	1.5	3626.8	4742.8	1.3
"1825"	24013	"Ciudad Valles"	1811.8	33155.9	18.3	1527.9	25418	16.6	1698.1	25470.8	15	1897	28454.9	15	1791.6	22200	12.4	1801.2	21037.7	11.7	1924.6	21022.5	10.9	1906.3	21849.5	11.5	1963	22122	11.3	1910.7	21531.9	11.3	1766.8	21593.8	12.2	1806.7	23300.1	12.9	1683.3	22837.3	13.6	1375.9	22748.3	16.5	1294.6	19379.8	15	1435.7	21324.4	14.9	1565.5	21687.4	13.9
"1826"	24014	"Coxcatlán"	NA	3159	NA	0	0	NA	1686	2697.6	1.6	2596.6	3709.4	1.4	2812.2	3866.8	1.4	2943.5	4047.2	1.4	2533.3	3377.8	1.3	2658.1	3544.1	1.3	2341.5	3382.2	1.4	2315.7	3344.9	1.4	2617.1	3780.2	1.4	2429.3	3643.9	1.5	2930.2	3516.3	1.2	2051.7	3693	1.8	2508.5	3762.7	1.5	2415.3	3864.5	1.6	1718.8	3953.3	2.3
"1827"	24015	"Charcas"	31521.5	12608.6	0.4	0	0	0.4	2360.1	11407.2	4.8	2503.5	12100.2	4.8	2709.1	13094.2	4.8	2404.5	12709.6	5.3	2512.5	13639.1	5.4	2492.6	13531	5.4	2286.4	12738.3	5.6	2564	14285.3	5.6	2078	10130.1	4.9	2274	10106.4	4.4	2639.9	11733	4.4	2922.2	13312.2	4.6	2344.6	9612.9	4.1	2870.3	12756.8	4.4	2887.2	14436.2	5
"1828"	24016	"Ebano"	4154.4	14540.5	3.5	2026.9	7094	3.5	2604.2	5952.6	2.3	3716.4	6901.9	1.9	3798.3	7121.8	1.9	4866.5	7908	1.6	3530.2	8384.1	2.4	3763.8	7998	2.1	3275.2	8597.4	2.6	2447.7	9178.8	3.8	2557.7	12021.2	4.7	3168.7	11522.5	3.6	2446.3	11341.9	4.6	2325.7	10994	4.7	2338.2	11265.8	4.8	1779.3	11808.1	6.6	1686.1	12722.4	7.5
"1829"	24017	"Guadalcázar"	18586	2065.1	0.1	2551	283.4	0.1	1953.4	1953.4	1	2057.3	2400.2	1.2	2489.7	2697.2	1.1	2998.7	3460	1.2	2969.6	3654.8	1.2	3456.1	3987.8	1.2	3066.9	3538.8	1.2	3480.2	3747.9	1.1	3629.1	3387.1	0.9	3427.3	3427.3	1	3407	3194.1	0.9	2907.9	3089.6	1.1	3821.6	3582.8	0.9	3254.1	3457.5	1.1	3221.4	3422.8	1.1
"1830"	24018	"Huehuetlán"	NA	2073.2	NA	0	0	NA	2399	2399	1	3529	3529	1	3183.3	3183.3	1	2990.3	2990.3	1	2921.6	2921.6	1	3724.5	4256.6	1.1	3810.7	3810.7	1	2675.9	2675.9	1	4172.3	4172.3	1	4207.8	5410	1.3	4963.9	4963.9	1	5793.4	5793.4	1	7433.6	6504.4	0.9	5728.2	6444.2	1.1	5182.5	7125.9	1.4
"1831"	24019	"Lagunillas"	NA	1184.7	NA	0	0	NA	2224	2224	1	2306.7	2768	1.2	1457.1	2185.7	1.5	1742.8	2614.2	1.5	2039.8	2719.7	1.3	1733.9	2889.8	1.7	2008.2	2868.9	1.4	1842.1	2631.6	1.4	1991.8	2845.4	1.4	2149.2	3070.3	1.4	1992.4	2846.3	1.4	1321	2453.3	1.9	2405.7	3436.7	1.4	2707.8	3481.4	1.3	2382.9	3404.1	1.4
