Clave	Nombre	Pop over 5, 1995	Sabe leer y escribir	No sabe leer y escribir	No especificado en condición para leer y escribir	Población over 4, 1995	Asiste	No asiste	No especificado en asistencia escolar	Education level (over 4)	Sin escolaridad a/	Preescolar	Primaria b/	Con instrucción posprimaria	No especificado en nivel de escolaridad	With college degree (over 18)	with graduate studies (over 18)	Average education level (14 or more)	Población de 5 y más años por condición de habla indígena	Habla lengua indígena	No habla lengua indígena	No especificado	Pop over 5, 2000	Sabe leer y escribir 2	No sabe leer y escribir 2	No especificado en condición para leer y escribir 2	Pop over 4	Asiste2	No asiste 2	No especificado en asistencia escolar 2	Población over 4	Sin escolaridad a/ 2	Preescolar2	Primaria b/ 2	Con instrucción posprimaria 2	No especificado en nivel de escolaridad 2	With college degree (over 18) 2	with graduate studies (over 18) 2	Average education level (14 or more) 2	Población de 5 y más años por condición de habla indígena 2	Habla lengua indígena 2	No habla lengua indígena 2	No especificado 2	Pop over 5, 2005	Sabe leer y escribir 3	No sabe leer y escribir 3	No especificado en condición para leer y escribir 3	Pop over 4 2	Asiste3	No asiste 3	No especificado en asistencia escolar 3	Población over 4 2	Sin escolaridad a/ 3	Preescolar3	Primaria b/ 3	Con instrucción posprimaria 3	No especificado en nivel de escolaridad 3	With college degree (over 18) 3	with graduate studies (over 18) 3	Average education level (14 or more) 3	Población de 5 y más años por condición de habla indígena 3	Habla lengua indígena 3	No habla lengua indígena 3	No especificado 3	Pop over 5, 2010	Sabe leer y escribir 4	No sabe leer y escribir 4	No especificado en condición para leer y escribir 4	Pop over 4 3	Asiste4	No asiste 4	No especificado en asistencia escolar 4	Población over 4 3	Sin escolaridad a/ 4	Preescolar4	Primaria b/ 4	Con instrucción posprimaria 4	No especificado en nivel de escolaridad 4	With college degree (over 18) 4	with graduate studies (over 18) 4	Average education level (14 or more) 4	Población de 5 y más años por condición de habla indígena 4	Habla lengua indígena 4	No habla lengua indígena 4	No especificado 4
25012	Mazatlán	308767	291357	16811	599	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	316745	939	314052	1754	330285	314001	15880	404	338548	110204	226570	1774	338548	17258	17412	132282	170607	989	37092	1759	8.6	338548	2002	335532	1014	347561	332543	14627	391	355409	116795	236599	2015	355409	11469	13371	127201	199044	4324	51822	2137	9.4	355409	1893	351980	1536	391882	373525	13123	5234	399659	121790	273908	3961	399659	11228	17478	127300	240913	2740	65523	3929	9.8	399659	1507	395575	2577
25013	Mocorito	45367	39052	6280	35	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	46462	248	46050	164	43441	37133	6248	60	44523	13033	31282	208	44523	5577	2102	24767	11974	103	1368	60	5.5	44523	1585	42813	125	38922	34049	4844	29	39791	11835	27830	126	39791	3639	1441	20577	13523	611	1820	44	6.3	39791	485	39213	93	41080	36752	4048	280	41887	11930	29679	278	41887	3169	1594	20052	16850	222	2453	110	6.9	41887	93	41631	163
25014	Rosario	42702	37900	4760	42	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	43716	35	43514	167	41381	37481	3831	69	42447	13446	28507	494	42447	3433	1958	21625	15298	133	1892	101	6.7	42447	180	41863	404	41281	37598	3626	57	42222	13543	28333	346	42222	2674	1449	19218	18109	772	3144	92	7.5	42222	196	41875	151	43888	39847	3229	812	44821	13589	30712	520	44821	2446	1938	18305	21899	233	3824	236	7.9	44821	140	43476	1205
25015	Salvador Alvarado	62929	58594	4281	54	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	64524	48	64329	147	63543	59284	4177	82	65202	22692	42243	267	65202	4046	3577	26332	31123	124	6494	199	8.3	65202	162	64848	192	65744	61902	3772	70	67312	22908	44185	219	67312	2951	2750	24868	36060	683	9032	204	9	67312	250	66887	175	70247	65909	3043	1295	71745	22996	48001	748	71745	2893	3183	23439	41940	290	10330	491	9.4	71745	159	71281	305
25016	San Ignacio	23193	20044	3058	91	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	23842	10	23627	205	22784	19760	2993	31	23407	6670	16616	121	23407	2939	1142	13501	5785	40	474	22	5.4	23407	84	23267	56	20092	17643	2404	45	20610	6281	14024	305	20610	1943	887	11012	6268	500	757	15	6.2	20610	261	20248	101	20030	18138	1790	102	20475	6153	14219	103	20475	1495	945	10017	7948	70	939	34	6.9	20475	71	20306	98
25017	Sinaloa	77043	64511	12474	58	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	79378	490	78673	215	72652	61980	10537	135	74881	24068	50299	514	74881	10329	3989	40546	19808	209	1949	65	5.4	74881	930	73487	464	73467	63230	10168	69	75355	23988	51112	255	75355	8925	3084	38042	24448	856	3003	42	6	75355	922	74297	136	77549	68018	9079	452	79328	24226	54289	813	79328	7647	4074	37145	30285	177	3882	111	6.6	79328	1275	77769	284
25018	Navolato	112769	96855	15711	203	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	115878	4956	110438	484	123445	105328	17914	203	127091	34301	91963	827	127091	17609	5603	64044	39478	357	5628	142	6.1	127091	8911	117750	430	115863	103424	12204	235	118697	35210	81887	1600	118697	9860	4354	55616	45366	3501	7186	100	7.1	118697	4435	113334	928	119358	108483	9610	1265	122039	36573	84526	940	122039	8350	6046	52835	54373	435	8721	279	7.7	122039	2012	119185	842
26001	Aconchi	2001	1915	75	11	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2066	0	2038	28	2117	1986	128	3	2163	556	1594	13	2163	88	91	1134	827	23	64	1	6.9	2163	4	2156	3	2185	2049	133	3	2218	580	1628	10	2218	58	84	1090	933	53	93	2	7.4	2218	8	2203	7	2369	2228	128	13	2420	667	1739	14	2420	83	110	1091	1130	6	101	16	7.8	2420	1	2417	2
26002	Agua Prieta	47073	44192	2801	80	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	48476	245	47771	460	51823	49120	2608	95	53408	15566	37559	283	53408	2768	2465	24850	23097	228	2391	184	7.7	53408	548	52610	250	59143	56119	2857	167	60834	19545	40371	918	60834	1527	2543	25650	29709	1405	3349	190	8.3	60834	336	59878	620	68430	64847	2711	872	70185	22662	46564	959	70185	1911	3145	26446	38129	554	4366	445	8.8	70185	440	69491	254
26003	Alamos	22599	19113	3476	10	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	23179	990	22062	127	21655	18378	3229	48	22209	6159	15934	116	22209	3027	956	11056	7071	99	528	45	5.7	22209	863	21222	124	21578	18479	3062	37	22122	6448	15349	325	22122	2216	938	10343	7952	673	715	16	6.3	22122	1137	20916	69	23012	20175	2601	236	23504	6683	16672	149	23504	2231	974	10106	10026	167	1155	78	6.9	23504	1264	22151	89
26004	Altar	6127	5502	619	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	6304	28	6259	17	6104	5568	520	16	6274	1620	4468	186	6274	445	228	3190	2234	177	246	9	6.7	6274	61	6163	50	7092	6467	611	14	7315	1884	5262	169	7315	414	273	3324	3040	264	307	8	7.3	7315	49	7068	198	7776	7304	443	29	7988	2362	5621	5	7988	368	401	3506	3692	21	354	24	7.7	7988	48	7933	7
26005	Arivechi	1363	1265	97	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1392	11	1377	4	1329	1238	91	0	1349	393	949	7	1349	56	52	808	420	13	37	0	6.3	1349	18	1329	2	1153	1066	78	9	1175	292	867	16	1175	61	38	644	409	23	50	1	6.5	1175	12	1152	11	1143	1075	65	3	1162	315	846	1	1162	49	38	586	485	4	59	3	7.3	1162	5	1157	0
26006	Arizpe	3191	2971	214	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3271	2	3230	39	2976	2771	205	0	3042	768	2252	22	3042	180	110	1657	1081	14	81	4	6.5	3042	21	3015	6	2686	2540	142	4	2731	693	2024	14	2731	128	84	1378	1110	31	77	4	6.8	2731	5	2724	2	2739	2592	129	18	2789	711	2055	23	2789	107	95	1288	1284	15	115	5	7.4	2789	0	2776	13
26007	Atil	674	627	47	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	690	0	689	1	628	573	55	0	643	176	467	0	643	36	35	298	269	5	18	0	7.1	643	3	640	0	646	618	28	0	655	160	494	1	655	3	18	308	313	13	15	0	7.9	655	9	646	0	562	543	17	2	574	155	414	5	574	9	33	231	299	2	32	1	8.2	574	4	564	6
26008	Bacadéhuachi	1240	1095	145	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1272	0	1270	2	1178	1093	84	1	1206	306	891	9	1206	45	52	745	350	14	24	0	6.1	1206	6	1200	0	1108	1026	81	1	1138	288	843	7	1138	40	54	611	422	11	20	4	6.5	1138	3	1127	8	1113	1044	65	4	1139	277	859	3	1139	35	52	605	442	5	25	6	6.9	1139	0	1139	0
26009	Bacanora	1120	1003	117	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1142	0	1133	9	839	747	89	3	856	215	626	15	856	52	40	541	207	16	17	0	5.5	856	5	850	1	700	630	70	0	713	155	552	6	713	45	18	434	211	5	19	0	5.8	713	3	708	2	716	662	50	4	728	147	581	0	728	38	15	398	272	5	17	1	6.4	728	2	726	0
26010	Bacerac	1310	1206	104	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1348	1	1343	4	1162	1064	94	4	1188	346	834	8	1188	42	65	750	320	11	26	2	6.2	1188	5	1178	5	1207	1142	63	2	1232	332	896	4	1232	40	36	733	403	20	33	6	6.6	1232	2	1228	2	1323	1261	57	5	1353	425	922	6	1353	40	65	663	578	7	64	8	7.4	1353	3	1349	1
26011	Bacoachi	1470	1361	108	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1516	1	1473	42	1318	1239	77	2	1337	328	998	11	1337	49	48	762	463	15	23	1	6.5	1337	7	1329	1	1301	1230	68	3	1321	315	971	35	1321	47	30	665	521	58	24	2	6.7	1321	1	1306	14	1490	1418	69	3	1520	371	1141	8	1520	56	50	695	717	2	62	0	7.4	1520	0	1518	2
26012	Bácum	18854	16913	1910	31	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	19335	1621	17582	132	18540	16811	1696	33	19003	5443	13445	115	19003	2061	869	8829	7114	130	677	27	6.5	19003	1759	17171	73	18406	16804	1472	130	18830	5459	12877	494	18830	1173	613	8152	8441	451	864	28	7.3	18830	1470	16995	365	20349	18638	1572	139	20748	5799	14890	59	20748	1061	949	8220	10410	108	1263	47	7.8	20748	1962	18711	75
26013	Banámichi	1388	1293	90	5	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1412	2	1383	27	1303	1194	108	1	1335	385	942	8	1335	62	79	636	545	13	45	2	7	1335	9	1326	0	1296	1200	96	0	1323	374	944	5	1323	41	59	567	642	14	60	1	7.5	1323	0	1322	1	1465	1397	58	10	1497	401	1067	29	1497	47	80	589	775	6	98	7	8.2	1497	1	1473	23
26014	Baviácora	3307	3148	149	10	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3384	12	3304	68	3299	3101	191	7	3355	814	2509	32	3355	142	140	1718	1324	31	68	1	6.7	3355	26	3320	9	3040	2871	166	3	3100	812	2275	13	3100	89	137	1405	1419	50	93	0	7.3	3100	9	3086	5	3223	3046	161	16	3286	880	2372	34	3286	81	141	1435	1616	13	136	8	7.7	3286	1	3277	8
26015	Bavispe	1217	1158	51	8	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1247	1	1234	12	1193	1119	71	3	1224	303	905	16	1224	63	50	811	291	9	14	1	6	1224	17	1205	2	1108	1053	53	2	1131	303	826	2	1131	39	23	706	340	23	14	2	6.3	1131	3	1125	3	1260	1199	50	11	1303	355	944	4	1303	43	55	708	480	17	31	2	7	1303	1	1301	1
26016	Benjamín Hill	5323	4990	329	4	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5460	4	5437	19	4951	4498	337	116	5085	1512	3429	144	5085	441	218	2233	2150	43	161	7	7.1	5085	24	4932	129	4577	4340	236	1	4691	1395	3259	37	4691	198	191	1844	2265	193	193	8	7.9	4691	27	4647	17	4688	4402	257	29	4782	1493	3276	13	4782	187	220	1784	2573	18	237	18	8.3	4782	15	4762	5
26017	Caborca	55599	51290	4218	91	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	57141	325	56282	534	59990	55068	4787	135	61502	18601	42524	377	61502	5275	2584	27647	25651	345	3932	155	7.3	61502	791	60443	268	60206	55814	4258	134	61695	18787	42357	551	61695	3283	2442	25107	29158	1705	4607	166	7.9	61695	606	60560	529	71155	66423	4155	577	72796	20823	51540	433	72796	3542	3209	27185	38511	349	6359	527	8.5	72796	1102	71489	205
26018	Cajeme	299407	281499	17257	651	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	307135	2422	303009	1704	310704	294107	16217	380	318332	103542	213229	1561	318332	17487	14123	113855	171635	1232	31927	1644	8.7	318332	3178	314071	1083	324112	308628	15018	466	331218	108168	220618	2432	331218	11083	12233	105310	196971	5621	42229	1948	9.3	331218	2712	326980	1526	364109	347100	13109	3900	371115	114003	252899	4213	371115	10996	14497	104719	238671	2232	55001	4797	9.9	371115	2607	367011	1497
26019	Cananea	25288	24406	687	195	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	25905	56	25251	598	27592	26536	1033	23	28321	8794	19455	72	28321	979	1426	10516	15354	46	2111	94	8.8	28321	108	28154	59	27414	26329	997	88	28058	8794	18982	282	28058	382	1057	9530	16308	781	2413	83	9.2	28058	92	27749	217	28985	27882	800	303	29640	9364	19981	295	29640	446	1249	8931	18823	191	3131	183	9.7	29640	87	29416	137
26020	Carbó	4275	3824	439	12	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	4402	41	4330	31	4305	3889	411	5	4406	1283	3098	25	4406	346	202	2243	1580	35	95	2	6.5	4406	83	4245	78	4075	3770	303	2	4175	1272	2873	30	4175	150	196	2001	1714	114	146	1	7.2	4175	11	4132	32	4785	4484	277	24	4884	1309	3562	13	4884	221	213	2196	2237	17	134	13	7.3	4884	91	4788	5
26021	La Colorada	2060	1870	186	4	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2110	7	2087	16	1994	1836	147	11	2032	512	1482	38	2032	114	64	1167	653	34	35	1	6.1	2032	23	1972	37	1626	1536	84	6	1654	403	1178	73	1654	67	44	949	541	53	28	0	6.3	1654	1	1646	7	1518	1408	104	6	1537	331	1196	10	1537	84	45	816	583	9	54	1	6.5	1537	6	1526	5
26022	Cucurpe	798	725	72	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	817	1	809	7	799	727	69	3	819	153	658	8	819	54	27	496	233	9	17	0	5.7	819	3	816	0	710	648	54	8	725	163	557	5	725	24	25	430	223	23	16	1	6	725	0	709	16	849	796	50	3	861	193	665	3	861	31	42	450	338	0	18	3	6.6	861	2	858	1
26023	Cumpas	5909	5544	271	94	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	6029	3	5908	118	5478	5261	213	4	5594	1539	4027	28	5594	185	253	2601	2527	28	206	18	7.5	5594	18	5562	14	5151	4965	180	6	5276	1406	3843	27	5276	126	210	2336	2535	69	288	7	8	5276	14	5247	15	5737	5512	155	70	5841	1600	4193	48	5841	113	223	2311	3131	63	375	27	8.5	5841	2	5815	24
26024	Divisaderos	723	670	52	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	740	0	731	9	734	701	33	0	748	202	542	4	748	26	22	421	272	7	18	0	6.6	748	2	744	2	621	584	37	0	630	171	456	3	630	17	24	324	254	11	9	0	7	630	1	629	0	728	703	17	8	740	208	521	11	740	11	27	334	357	11	23	2	7.9	740	1	734	5
26025	Empalme	41917	38833	2979	105	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	43102	344	42442	316	43004	39842	3076	86	44115	13145	30663	307	44115	3008	2114	18833	19928	232	1925	82	7.5	44115	599	43211	305	44046	41414	2534	98	45096	14100	30502	494	45096	1564	1943	17002	23207	1380	2968	93	8.3	45096	299	44540	257	47971	45377	2265	329	48929	14701	33726	502	48929	1857	2040	16426	28351	255	3812	290	8.9	48929	390	48322	217
26026	Etchojoa	69023	60754	8180	89	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	70918	10922	59456	540	48509	43278	5163	68	49777	16184	33320	273	49777	4035	2605	23118	19769	250	2619	64	6.8	49777	9669	39878	230	48449	43787	4591	71	49724	16890	32463	371	49724	3147	2401	20265	23173	738	3637	56	7.6	49724	8905	40685	134	53846	49012	4183	651	55040	17553	37003	484	55040	2432	2455	20356	29353	444	4128	249	8.4	55040	9206	45676	158
26027	Fronteras	5619	5178	391	50	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5794	48	5619	127	6507	6139	356	12	6721	2018	4620	83	6721	325	318	3314	2725	39	325	13	7.5	6721	108	6556	57	6353	5992	334	27	6538	1938	4518	82	6538	193	292	2888	3004	161	342	15	7.8	6538	79	6385	74	7415	7063	283	69	7612	2456	5104	52	7612	190	390	2944	4054	34	520	41	8.6	7612	140	7453	19
26028	Granados	1127	1052	75	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1156	0	1155	1	1121	1066	50	5	1135	402	728	5	1135	26	55	527	516	11	54	3	7.7	1135	2	1130	3	825	791	33	1	839	198	626	15	839	22	30	408	372	7	40	1	7.6	839	0	838	1	1039	994	40	5	1056	268	785	3	1056	24	50	457	521	4	71	5	8.2	1056	0	1050	6
26029	Guaymas	116654	107862	8581	211	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	119744	8979	110260	505	112554	105027	7316	211	115351	35081	79654	616	115351	7764	5491	45528	56053	515	7720	422	8	115351	9617	105236	498	116800	109281	7326	193	119547	37472	80917	1158	119547	5231	4794	42367	64810	2345	11190	543	8.7	119547	10055	108870	622	132978	125034	6492	1452	135672	40440	94284	948	135672	4787	5777	44060	80260	788	15046	1174	9.2	135672	11394	123624	654
26030	Hermosillo	479479	453733	24816	930	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	492558	3046	486775	2737	525334	498800	25701	833	539089	181910	354557	2622	539089	27720	24592	182932	301702	2143	71200	3789	9.1	539089	6009	530909	2171	596402	569437	26024	941	610824	210799	394445	5580	610824	17240	25145	185228	372627	10584	95991	6003	9.9	610824	5288	600899	4637	687993	658992	22961	6040	702209	225632	471670	4907	702209	17991	28756	193002	459597	2863	123288	11413	10.4	702209	7403	692580	2226
26031	Huachinera	1143	1077	64	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1165	0	1157	8	974	905	67	2	1000	253	733	14	1000	34	50	646	249	21	10	5	6	1000	2	995	3	1074	1007	65	2	1100	301	785	14	1100	34	54	674	324	14	26	1	6.4	1100	2	1097	1	1213	1155	49	9	1250	376	863	11	1250	37	71	652	481	9	33	5	6.9	1250	1	1246	3
26032	Huásabas	897	818	79	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	919	0	919	0	852	804	46	2	876	251	622	3	876	35	49	471	316	5	23	0	6.8	876	6	870	0	758	718	38	2	773	217	551	5	773	30	23	380	313	27	23	3	7.2	773	1	770	2	874	819	41	14	891	280	610	1	891	27	39	395	416	14	37	4	7.9	891	0	891	0
26033	Huatabampo	65885	58736	7029	120	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	67525	8433	58625	467	65971	60008	5858	105	67592	20711	46500	381	67592	5101	3569	29538	29126	258	3706	149	7.2	67592	7554	59817	221	65529	60385	5057	87	67058	21402	45234	422	67058	3666	2771	26990	32196	1435	4722	114	7.8	67058	7050	59660	348	71027	66008	4468	551	72454	22660	49409	385	72454	3101	3022	26967	38990	374	6573	316	8.5	72454	8153	64115	186
26034	Huépac	1010	969	40	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1034	3	1006	25	1027	990	37	0	1052	304	734	14	1052	26	41	532	443	10	43	0	7.2	1052	6	1042	4	941	895	46	0	954	258	668	28	954	20	31	445	434	24	45	2	7.6	954	2	952	0	1049	994	38	17	1073	298	758	17	1073	17	41	441	555	19	85	9	8.4	1073	1	1053	19
26035	Imuris	7669	7119	476	74	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	7896	33	7698	165	8448	7846	590	12	8687	2549	6025	113	8687	662	276	4495	3198	56	218	19	6.8	8687	155	8448	84	9033	8441	581	11	9304	2961	6282	61	9304	433	370	4367	3991	143	384	16	7.5	9304	100	9112	92	10737	10090	573	74	11000	3456	7484	60	11000	428	495	4703	5300	74	569	55	8.1	11000	170	10759	71
26036	Magdalena	19256	18380	861	15	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	19747	14	19627	106	20897	19758	1060	79	21444	6549	14751	144	21444	1049	1182	9102	9974	137	1272	84	8	21444	70	21261	113	21775	20745	964	66	22303	7081	14859	363	22303	544	878	8623	11420	838	1543	76	8.5	22303	69	22074	160	26042	24920	963	159	26634	8491	18005	138	26634	679	865	9434	15534	122	2523	231	9.2	26634	79	26485	70
26037	Mazatán	1621	1494	125	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1657	7	1641	9	1403	1321	80	2	1436	454	975	7	1436	60	52	749	564	11	65	2	7.1	1436	4	1429	3	1254	1201	50	3	1271	333	929	9	1271	40	27	634	556	14	46	6	7.3	1271	5	1219	47	1208	1144	52	12	1224	353	868	3	1224	46	33	536	601	8	62	5	7.7	1224	1	1219	4
26038	Moctezuma	3625	3388	210	27	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3707	0	3659	48	3663	3470	191	2	3736	1124	2601	11	3736	104	183	1696	1741	12	233	8	8	3736	16	3717	3	3829	3666	156	7	3911	1313	2572	26	3911	62	152	1490	2112	95	417	29	8.8	3911	22	3879	10	4224	4032	158	34	4322	1441	2849	32	4322	80	183	1482	2499	78	514	60	9.3	4322	7	4311	4
26039	Naco	4117	3917	197	3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	4254	21	4197	36	4481	4271	196	14	4606	1398	3147	61	4606	275	186	2148	1935	62	147	11	7.3	4606	35	4540	31	5093	4861	221	11	5251	1578	3639	34	5251	99	227	2146	2685	94	225	5	8.3	5251	57	5173	21	5513	5295	173	45	5668	1788	3704	176	5668	111	254	2090	3177	36	276	22	8.7	5668	54	5604	10
26040	Nácori Chico	2100	1921	148	31	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2171	9	1545	617	1924	1778	143	3	1972	487	1457	28	1972	114	93	1202	552	11	30	0	5.6	1972	6	1966	0	1537	1431	106	0	1574	395	1175	4	1574	67	74	900	523	10	39	0	6.2	1574	0	1572	2	1856	1735	111	10	1891	472	1409	10	1891	70	83	1024	698	16	45	0	6.5	1891	2	1886	3
26041	Nacozari de García	11494	10813	660	21	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	11870	99	11579	192	12104	11513	559	32	12458	4084	8278	96	12458	546	705	5305	5817	85	708	37	8.1	12458	155	12243	60	10212	9734	467	11	10482	3562	6888	32	10482	201	523	4091	5551	116	637	23	8.6	10482	127	10342	13	11079	10628	350	101	11342	3589	7664	89	11342	200	499	3545	7016	82	911	51	9.4	11342	130	11163	49
26042	Navojoa	118389	107952	10180	257	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	121477	7863	112880	734	121691	112755	8797	139	124633	39697	84404	532	124633	8192	5972	50624	59378	467	9849	409	7.9	124633	7378	116905	350	125668	116749	8621	298	128784	41973	85898	913	128784	5377	5565	46923	68020	2899	12849	526	8.6	128784	6181	121947	656	139536	130847	7298	1391	142539	45120	96369	1050	142539	5227	6315	46688	83336	973	17407	1347	9.2	142539	7298	134903	338
26043	Nogales	111597	106645	4714	238	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	114971	729	112701	1541	133418	127625	5306	487	137480	39727	96734	1019	137480	6798	5048	49254	75545	835	8770	516	8.6	137480	1660	134478	1342	158773	151906	6623	244	163327	52780	109230	1317	163327	4180	6345	53895	95799	3108	12854	708	9.2	163327	1452	160756	1119	187589	179361	6066	2162	192389	63348	127748	1293	192389	5067	8761	56975	120183	1403	17615	1634	9.7	192389	1825	189929	635
26044	Onavas	437	394	39	4	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	455	0	435	20	420	378	41	1	427	122	301	4	427	27	16	255	125	4	12	0	5.7	427	1	424	2	364	337	27	0	370	95	270	5	370	17	16	225	109	3	3	0	6	370	2	368	0	359	337	21	1	363	84	277	2	363	12	10	193	148	0	11	0	6.7	363	1	362	0
26045	Opodepe	2644	2409	234	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2717	11	2671	35	2418	2249	167	2	2478	665	1778	35	2478	197	72	1415	766	28	49	0	5.9	2478	15	2460	3	2343	2155	186	2	2394	680	1706	8	2394	100	108	1289	858	39	46	3	6.6	2394	2	2385	7	2562	2434	121	7	2622	650	1964	8	2622	113	95	1239	1166	9	62	7	7.1	2622	1	2617	4
26046	Oquitoa	387	369	16	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	391	1	385	5	369	356	10	3	373	67	302	4	373	9	11	209	142	2	14	1	7.2	373	2	369	2	375	362	13	0	379	72	304	3	379	12	9	188	167	3	17	2	7.7	379	1	377	1	403	387	10	6	413	90	323	0	413	11	10	181	209	2	20	1	8	413	3	410	0
26047	Pitiquito	7672	7145	504	23	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	7877	206	7630	41	7978	7421	552	5	8206	2474	5713	19	8206	484	369	3723	3580	50	393	18	7.4	8206	190	8004	12	7972	7444	516	12	8179	2569	5553	57	8179	359	360	3384	3910	166	467	14	7.9	8179	260	7882	37	8482	7986	376	120	8641	2547	6070	24	8641	321	331	3350	4604	35	635	49	8.4	8641	264	8336	41
26048	Puerto Peñasco	23447	21998	1405	44	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	24125	175	23528	422	26624	25326	1226	72	27274	8600	18493	181	27274	1586	1003	11089	13408	188	1389	86	7.9	27274	397	26733	144	38238	36377	1810	51	39243	11732	27229	282	39243	1403	1556	14601	21049	634	2929	115	8.5	39243	679	38322	242	49577	46662	2119	796	50831	15575	34755	501	50831	1686	2246	17091	29288	520	4379	368	9	50831	920	49506	405
